op,shape,dur_us,flops,bytes_accessed
%custom-call.2,c64[1024]{0:T(1024)} custom-call(f32[102,0.48,0,0
%iota_and_fusion,"u32[1024]{0:T(1024)S(1)} fusion(), kind=",0.004,0,0
%copy-start,"(u32[1024]{0:T(1024)}, u32[1024]{0:T(102",0.006,0,0
%iota_shift-right-logical_fusion,"u32[1024]{0:T(1024)S(1)} fusion(), kind=",0.005,0,0
%copy-start.1,"(u32[1024]{0:T(1024)}, u32[1024]{0:T(102",0.003,0,0
%add_select_fusion.76,"(f32[1024,1024]{1,0:T(8,128)S(1)}, pred[",550.63,0,0
%copy-done,u32[1024]{0:T(1024)} copy-done((u32[1024,0.004,0,0
%copy-done.1,u32[1024]{0:T(1024)} copy-done((u32[1024,0.004,0,0
%fusion.316,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",53.55,0,0
%add_select_fusion.43,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",29.495,0,0
%add_select_fusion.31,"(f32[1024,1024]{1,0:T(8,128)}, f32[1024,",31.541,0,0
%and_or_fusion.4,"(pred[1024,1024]{1,0:T(8,128)(4,1)}, pre",4.451,0,0
%fusion.361,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",690.22,0,0
%custom-call,f32[1024]{0:T(1024)S(1)} custom-call(c64,0.323,0,0
%custom-call.1,f32[1024]{0:T(1024)S(1)} custom-call(c64,0.316,0,0
%fusion.605,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",0.004,0,0
%multiply_reduce_fusion,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",85.653,0,0
%fusion.606,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",0.006,0,0
%custom-call.2,c64[1024]{0:T(1024)} custom-call(f32[102,0.48,0,0
%iota_and_fusion,"u32[1024]{0:T(1024)S(1)} fusion(), kind=",0.004,0,0
%copy-start,"(u32[1024]{0:T(1024)}, u32[1024]{0:T(102",0.006,0,0
%iota_shift-right-logical_fusion,"u32[1024]{0:T(1024)S(1)} fusion(), kind=",0.005,0,0
%copy-start.1,"(u32[1024]{0:T(1024)}, u32[1024]{0:T(102",0.003,0,0
%add_select_fusion.76,"(f32[1024,1024]{1,0:T(8,128)S(1)}, pred[",550.629,0,0
%copy-done,u32[1024]{0:T(1024)} copy-done((u32[1024,0.003,0,0
%copy-done.1,u32[1024]{0:T(1024)} copy-done((u32[1024,0.003,0,0
%fusion.316,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",53.546,0,0
%add_select_fusion.43,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",29.493,0,0
%add_select_fusion.31,"(f32[1024,1024]{1,0:T(8,128)}, f32[1024,",31.455,0,0
%and_or_fusion.4,"(pred[1024,1024]{1,0:T(8,128)(4,1)}, pre",4.405,0,0
%fusion.361,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",690.219,0,0
%custom-call,f32[1024]{0:T(1024)S(1)} custom-call(c64,0.325,0,0
%custom-call.1,f32[1024]{0:T(1024)S(1)} custom-call(c64,0.499,0,0
%fusion.605,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",0.004,0,0
%multiply_reduce_fusion,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",85.655,0,0
%fusion.606,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",0.006,0,0
%custom-call.2,c64[1024]{0:T(1024)} custom-call(f32[102,0.478,0,0
%iota_and_fusion,"u32[1024]{0:T(1024)S(1)} fusion(), kind=",0.005,0,0
%copy-start,"(u32[1024]{0:T(1024)}, u32[1024]{0:T(102",0.006,0,0
%iota_shift-right-logical_fusion,"u32[1024]{0:T(1024)S(1)} fusion(), kind=",0.004,0,0
%copy-start.1,"(u32[1024]{0:T(1024)}, u32[1024]{0:T(102",0.003,0,0
%add_select_fusion.76,"(f32[1024,1024]{1,0:T(8,128)S(1)}, pred[",550.629,0,0
%copy-done,u32[1024]{0:T(1024)} copy-done((u32[1024,0.004,0,0
%copy-done.1,u32[1024]{0:T(1024)} copy-done((u32[1024,0.004,0,0
%fusion.316,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",53.551,0,0
%add_select_fusion.43,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",29.494,0,0
%add_select_fusion.31,"(f32[1024,1024]{1,0:T(8,128)}, f32[1024,",31.614,0,0
%and_or_fusion.4,"(pred[1024,1024]{1,0:T(8,128)(4,1)}, pre",4.695,0,0
%fusion.361,"(f32[1024,1024]{1,0:T(8,128)S(1)}, f32[1",690.22,0,0
%custom-call,f32[1024]{0:T(1024)S(1)} custom-call(c64,0.52,0,0
%custom-call.1,f32[1024]{0:T(1024)S(1)} custom-call(c64,0.511,0,0
%fusion.605,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",0.004,0,0
%multiply_reduce_fusion,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",85.654,0,0
%fusion.606,"(f32[1024]{0:T(1024)S(1)}, f32[1024]{0:T",0.007,0,0
%custom-call.2,c64[1024]{0:T(1024)} custom-call(f32[102,0.477,0,0
%iota.1,"f32[2048]{0:T(1024)} iota(), iota_dimens",0.249,0,0
%broadcast_add_fusion,f32[2048]{0:T(1024)} fusion(f32[2048]{0:,0.603,0,0
%broadcast,f32[2048]{0:T(1024)S(1)} broadcast(f32[],0.003,0,0
%custom-call,c64[2048]{0:T(1024)} custom-call(f32[204,1.016,0,0
%iota_and_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%iota_shift-right-logical_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%add_select_fusion.76,"(f32[128,128]{1,0:T(8,128)S(1)}, pred[12",7.58,0,0
%fusion.316,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.858,0,0
%add_select_fusion.43,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.485,0,0
%add_select_fusion.31,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.485,0,0
%and_or_fusion.4,"(pred[128,128]{1,0:T(8,128)(4,1)S(1)}, p",0.05,0,0
%fusion.361,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",7.039,0,0
%fusion.353,"f32[128,128]{1,0:T(8,128)S(1)} fusion(f3",1.498,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.328,0,0
%reshape.4,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.104,0,0
%fusion.371,"f32[128,16]{0,1:T(8,128)S(1)} fusion(f32",0.205,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.336,0,0
%reshape.12,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.103,0,0
%fusion.1327,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.209,0,0
%iota_and_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.005,0,0
%iota_shift-right-logical_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.004,0,0
%is-finite_and_fusion.53,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.429,0,0
%fusion.1765,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.352,0,0
%fusion.1283,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.576,0,0
%add_select_fusion.264,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.233,0,0
%multiply_add_fusion.81,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.867,0,0
%multiply_subtract_fusion.2,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.009,0,0
%add_select_fusion.256,"(f32[16,16]{1,0:T(8,128)S(1)}, pred[16,1",1.021,0,0
%fusion.1165,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.181,0,0
%add_select_fusion.196,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.116,0,0
%add_select_fusion.184,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.114,0,0
%and_or_fusion.22,"(pred[16,16]{1,0:T(8,128)(4,1)S(1)}, pre",0.013,0,0
%fusion.1309,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.993,0,0
%fusion.1301,"f32[16,16]{1,0:T(8,128)S(1)} fusion(f32[",0.351,0,0
%fusion.1344,"f32[16,128]{1,0:T(8,128)S(1)} fusion(f32",0.099,0,0
%fusion.1341,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.101,0,0
%fusion.1338,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.099,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.483,0,0
%iota_and_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%iota_shift-right-logical_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.004,0,0
%add_select_fusion.76,"(f32[128,128]{1,0:T(8,128)S(1)}, pred[12",7.581,0,0
%fusion.316,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.859,0,0
%add_select_fusion.43,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.486,0,0
%add_select_fusion.31,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.486,0,0
%and_or_fusion.4,"(pred[128,128]{1,0:T(8,128)(4,1)S(1)}, p",0.051,0,0
%fusion.361,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",7.041,0,0
%fusion.353,"f32[128,128]{1,0:T(8,128)S(1)} fusion(f3",1.499,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.327,0,0
%reshape.4,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.102,0,0
%fusion.371,"f32[128,16]{0,1:T(8,128)S(1)} fusion(f32",0.205,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.335,0,0
%reshape.12,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.102,0,0
%fusion.1327,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.208,0,0
%iota_and_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.004,0,0
%iota_shift-right-logical_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.004,0,0
%is-finite_and_fusion.53,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.429,0,0
%fusion.1765,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.353,0,0
%fusion.1283,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.578,0,0
%add_select_fusion.264,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.234,0,0
%multiply_add_fusion.81,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.868,0,0
%multiply_subtract_fusion.2,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.009,0,0
%add_select_fusion.256,"(f32[16,16]{1,0:T(8,128)S(1)}, pred[16,1",1.021,0,0
%fusion.1165,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.181,0,0
%add_select_fusion.196,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.116,0,0
%add_select_fusion.184,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.114,0,0
%and_or_fusion.22,"(pred[16,16]{1,0:T(8,128)(4,1)S(1)}, pre",0.014,0,0
%fusion.1309,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.993,0,0
%fusion.1301,"f32[16,16]{1,0:T(8,128)S(1)} fusion(f32[",0.352,0,0
%fusion.1344,"f32[16,128]{1,0:T(8,128)S(1)} fusion(f32",0.1,0,0
%fusion.1341,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.1,0,0
%fusion.1338,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.1,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.484,0,0
%iota_and_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%iota_shift-right-logical_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%add_select_fusion.76,"(f32[128,128]{1,0:T(8,128)S(1)}, pred[12",7.581,0,0
%fusion.316,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.859,0,0
%add_select_fusion.43,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.485,0,0
%add_select_fusion.31,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.486,0,0
%and_or_fusion.4,"(pred[128,128]{1,0:T(8,128)(4,1)S(1)}, p",0.051,0,0
%fusion.361,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",7.039,0,0
%fusion.353,"f32[128,128]{1,0:T(8,128)S(1)} fusion(f3",1.498,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.329,0,0
%reshape.4,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.102,0,0
%fusion.371,"f32[128,16]{0,1:T(8,128)S(1)} fusion(f32",0.205,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.335,0,0
%reshape.12,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.102,0,0
%fusion.1327,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.208,0,0
%iota_and_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.004,0,0
%iota_shift-right-logical_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.005,0,0
%is-finite_and_fusion.53,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.429,0,0
%fusion.1765,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.353,0,0
%fusion.1283,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.578,0,0
%add_select_fusion.264,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.234,0,0
%multiply_add_fusion.81,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.868,0,0
%multiply_subtract_fusion.2,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.009,0,0
%add_select_fusion.256,"(f32[16,16]{1,0:T(8,128)S(1)}, pred[16,1",1.021,0,0
%fusion.1165,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.18,0,0
%add_select_fusion.196,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.115,0,0
%add_select_fusion.184,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.115,0,0
%and_or_fusion.22,"(pred[16,16]{1,0:T(8,128)(4,1)S(1)}, pre",0.012,0,0
%fusion.1309,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.992,0,0
%fusion.1301,"f32[16,16]{1,0:T(8,128)S(1)} fusion(f32[",0.354,0,0
%fusion.1344,"f32[16,128]{1,0:T(8,128)S(1)} fusion(f32",0.1,0,0
%fusion.1341,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.101,0,0
%fusion.1338,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.099,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.484,0,0
%iota_and_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%iota_shift-right-logical_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%add_select_fusion.76,"(f32[128,128]{1,0:T(8,128)S(1)}, pred[12",7.581,0,0
%fusion.316,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.859,0,0
%add_select_fusion.43,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.486,0,0
%add_select_fusion.31,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.485,0,0
%and_or_fusion.4,"(pred[128,128]{1,0:T(8,128)(4,1)S(1)}, p",0.051,0,0
%fusion.361,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",7.04,0,0
%fusion.353,"f32[128,128]{1,0:T(8,128)S(1)} fusion(f3",1.499,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.328,0,0
%reshape.4,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.102,0,0
%fusion.371,"f32[128,16]{0,1:T(8,128)S(1)} fusion(f32",0.205,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.334,0,0
%reshape.12,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.102,0,0
%fusion.1327,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.207,0,0
%iota_and_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.004,0,0
%iota_shift-right-logical_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.005,0,0
%is-finite_and_fusion.53,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.429,0,0
%fusion.1765,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.354,0,0
%fusion.1283,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.577,0,0
%add_select_fusion.264,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.234,0,0
%multiply_add_fusion.81,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.866,0,0
%multiply_subtract_fusion.2,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.009,0,0
%add_select_fusion.256,"(f32[16,16]{1,0:T(8,128)S(1)}, pred[16,1",1.021,0,0
%fusion.1165,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.18,0,0
%add_select_fusion.196,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.116,0,0
%add_select_fusion.184,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.114,0,0
%and_or_fusion.22,"(pred[16,16]{1,0:T(8,128)(4,1)S(1)}, pre",0.014,0,0
%fusion.1309,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.993,0,0
%fusion.1301,"f32[16,16]{1,0:T(8,128)S(1)} fusion(f32[",0.352,0,0
%fusion.1344,"f32[16,128]{1,0:T(8,128)S(1)} fusion(f32",0.099,0,0
%fusion.1341,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.1,0,0
%fusion.1338,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.1,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.484,0,0
%iota_and_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.004,0,0
%iota_shift-right-logical_fusion,"u32[128]{0:T(128)S(1)} fusion(), kind=kL",0.005,0,0
%add_select_fusion.76,"(f32[128,128]{1,0:T(8,128)S(1)}, pred[12",7.581,0,0
%fusion.316,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.859,0,0
%add_select_fusion.43,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.485,0,0
%add_select_fusion.31,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",0.486,0,0
%and_or_fusion.4,"(pred[128,128]{1,0:T(8,128)(4,1)S(1)}, p",0.051,0,0
%fusion.361,"(f32[128,128]{1,0:T(8,128)S(1)}, f32[128",7.039,0,0
%fusion.353,"f32[128,128]{1,0:T(8,128)S(1)} fusion(f3",1.499,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.328,0,0
%reshape.4,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.102,0,0
%fusion.371,"f32[128,16]{0,1:T(8,128)S(1)} fusion(f32",0.204,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.551,0,0
%reshape.12,"f32[128,16]{1,0:T(8,128)S(1)} reshape(f3",0.104,0,0
%fusion.1327,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.207,0,0
%iota_and_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.004,0,0
%iota_shift-right-logical_fusion.1,"u32[16]{0:T(128)S(1)} fusion(), kind=kLo",0.004,0,0
%is-finite_and_fusion.53,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.429,0,0
%fusion.1765,"(pred[128,16,1]{0,1,2:T(8,128)(4,1)S(1)}",0.354,0,0
%fusion.1283,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.576,0,0
%add_select_fusion.264,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.233,0,0
%multiply_add_fusion.81,"(f32[128,16,1]{0,1,2:T(8,128)S(1)}, f32[",0.869,0,0
%multiply_subtract_fusion.2,"f32[128,16,1]{0,1,2:T(8,128)S(1)} fusion",0.009,0,0
%add_select_fusion.256,"(f32[16,16]{1,0:T(8,128)S(1)}, pred[16,1",1.021,0,0
%fusion.1165,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.181,0,0
%add_select_fusion.196,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.116,0,0
%add_select_fusion.184,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.115,0,0
%and_or_fusion.22,"(pred[16,16]{1,0:T(8,128)(4,1)S(1)}, pre",0.013,0,0
%fusion.1309,"(f32[16,16]{1,0:T(8,128)S(1)}, f32[16,16",0.992,0,0
%fusion.1301,"f32[16,16]{1,0:T(8,128)S(1)} fusion(f32[",0.352,0,0
%fusion.1344,"f32[16,128]{1,0:T(8,128)S(1)} fusion(f32",0.1,0,0
%fusion.1341,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.101,0,0
%fusion.1338,"f32[2048]{0:T(1024)S(1)} fusion(f32[16,1",0.099,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.482,0,0
%iota.1,"f32[2048]{0:T(1024)} iota(), iota_dimens",0.251,0,0
%broadcast_add_fusion,f32[2048]{0:T(1024)} fusion(f32[2048]{0:,0.794,0,0
%broadcast,f32[2048]{0:T(1024)S(1)} broadcast(f32[],0.004,0,0
%custom-call,c64[2048]{0:T(1024)} custom-call(f32[204,0.814,0,0
%iota_and_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.249,0,0
%iota_shift-right-logical_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.245,0,0
%add_select_fusion.76,"(f32[2048,2048]{1,0:T(8,128)S(1)}, pred[",3359.246,0,0
%fusion.316,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",213.798,0,0
%add_select_fusion.43,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",120.877,0,0
%add_select_fusion.31,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",121.332,0,0
%and_or_fusion.4,"(pred[2048,2048]{1,0:T(8,128)(4,1)}, pre",60.678,0,0
%fusion.361,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",4133.621,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.33,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.324,0,0
%fusion.605,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.006,0,0
%multiply_reduce_fusion,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",338.19,0,0
%fusion.606,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.009,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.49,0,0
%iota_and_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.248,0,0
%iota_shift-right-logical_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.246,0,0
%add_select_fusion.76,"(f32[2048,2048]{1,0:T(8,128)S(1)}, pred[",3359.247,0,0
%fusion.316,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",213.835,0,0
%add_select_fusion.43,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",120.635,0,0
%add_select_fusion.31,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",120.635,0,0
%and_or_fusion.4,"(pred[2048,2048]{1,0:T(8,128)(4,1)}, pre",60.865,0,0
%fusion.361,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",4133.62,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.33,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.326,0,0
%fusion.605,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.006,0,0
%multiply_reduce_fusion,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",338.285,0,0
%fusion.606,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.009,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.492,0,0
%iota_and_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.249,0,0
%iota_shift-right-logical_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.247,0,0
%add_select_fusion.76,"(f32[2048,2048]{1,0:T(8,128)S(1)}, pred[",3359.245,0,0
%fusion.316,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",213.756,0,0
%add_select_fusion.43,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",120.716,0,0
%add_select_fusion.31,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",120.66,0,0
%and_or_fusion.4,"(pred[2048,2048]{1,0:T(8,128)(4,1)}, pre",60.82,0,0
%fusion.361,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",4133.619,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.331,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.325,0,0
%fusion.605,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.005,0,0
%multiply_reduce_fusion,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",338.154,0,0
%fusion.606,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.009,0,0
%custom-call.2,c64[2048]{0:T(1024)} custom-call(f32[204,0.494,0,0
%iota_and_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.247,0,0
%iota_shift-right-logical_fusion,"u32[2048]{0:T(1024)} fusion(), kind=kLoo",0.245,0,0
%add_select_fusion.76,"(f32[2048,2048]{1,0:T(8,128)S(1)}, pred[",3359.246,0,0
%fusion.316,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",214.009,0,0
%add_select_fusion.43,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",120.689,0,0
%add_select_fusion.31,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",120.616,0,0
%and_or_fusion.4,"(pred[2048,2048]{1,0:T(8,128)(4,1)}, pre",60.78,0,0
%fusion.361,"(f32[2048,2048]{1,0:T(8,128)}, f32[2048,",4133.62,0,0
%custom-call,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.41,0,0
%custom-call.1,f32[2048]{0:T(1024)S(1)} custom-call(c64,0.324,0,0
%fusion.605,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.006,0,0
%multiply_reduce_fusion,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",338.297,0,0
%fusion.606,"(f32[2048]{0:T(1024)S(1)}, f32[2048]{0:T",0.009,0,0
